champion_name,tier_rank,tier,counters_list,win_rate_list,role
Zyra,MASTER,3,"['Shaco', 'Lillia', 'Warwick', 'Jax', 'Udyr']","['0', '0', '0', '0', '0']",JUNGLE
Morgana,MASTER,4,"['Taliyah', 'Nocturne', 'Nidalee', 'Nunu & Willump', 'Graves']","['20', '20', '25', '25', '33']",JUNGLE
Urgot,MASTER,5,"['Lee Sin', 'Kayn', 'Brand', 'Skarner', 'Master Yi']","['0', '0', '0', '0', '0']",JUNGLE
Teemo,MASTER,5,"['Nidalee', 'Ivern', 'Maokai', 'Rumble', 'Talon']","['0', '0', '0', '0', '0']",JUNGLE
Mordekaiser,MASTER,5,"['Lee Sin', 'Taliyah', 'Wukong', 'Nidalee', 'Talon']","['0', '0', '0', '0', '0']",JUNGLE
Taliyah,MASTER,2,"['Lux', 'Anivia', 'Akshan', 'Katarina', 'Zed']","['37', '38', '40', '42', '43']",MID
Talon,MASTER,2,"['Rumble', 'Ekko', 'Pantheon', 'Veigar', 'Swain']","['31', '40', '40', '43', '43']",MID
Sylas,MASTER,1,"['Taliyah', 'Akshan', 'Vex']","['40', '48', '48']",MID
Katarina,MASTER,2,"['Zoe', 'Lissandra', 'Ahri', 'Malzahar', 'Azir']","['42', '44', '48', '48', '48']",MID
Yasuo,MASTER,2,"['Swain', 'Taliyah', 'Malzahar', 'Veigar', 'Vex']","['39', '45', '45', '47', '47']",MID
Akshan,MASTER,2,"['Rumble', 'Ekko', 'Annie', 'Qiyana']","['41', '43', '43', '45']",MID
Qiyana,MASTER,3,"['Taliyah', 'Neeko', 'Lux', 'LeBlanc', 'Zoe']","['33', '36', '39', '43', '43']",MID
Syndra,MASTER,1,"['Kassadin', 'Qiyana', 'Fizz', 'Veigar', 'Talon']","['44', '45', '47', '47', '48']",MID
Vladimir,MASTER,2,"['Rumble', 'Malzahar', 'Orianna', 'Zed']","['33', '36', '48', '48']",MID
Cassiopeia,MASTER,3,"['Nasus', 'Veigar', 'Viktor', 'Zoe', 'Kassadin']","['33', '42', '42', '42', '46']",MID
Galio,MASTER,3,"['Zed', 'Pantheon', 'Singed', 'Ryze', 'Swain']","['34', '36', '37', '40', '44']",MID
TwistedFate,MASTER,2,"['Akshan', 'Qiyana', 'Diana', 'Annie', 'Zed']","['40', '46', '46', '47', '50']",MID
Zoe,MASTER,2,"['Malzahar', 'Ryze', 'Akshan', 'Taliyah', 'Lissandra']","['39', '42', '43', '43', '43']",MID
Ekko,MASTER,3,"['Rumble', 'Vladimir', 'Irelia', 'Cassiopeia', 'LeBlanc']","['31', '32', '40', '40', '42']",MID
Gragas,MASTER,3,"['Neeko', 'Vladimir', 'Veigar', 'Cassiopeia', 'Xerath']","['22', '22', '22', '25', '27']",MID
Camille,MASTER,4,"['Vladimir', 'Nasus', 'Pantheon', 'Vex', 'Viktor']","['0', '0', '0', '0', '0']",MID
Riven,MASTER,3,"['Singed', 'Azir', 'LeBlanc', 'Malphite', 'Annie']","['0', '0', '0', '0', '0']",MID
Tryndamere,MASTER,3,"['Akshan', 'Yone', 'Twisted Fate', 'Ekko', 'Galio']","['25', '29', '33', '33', '33']",MID
Irelia,MASTER,3,"['Riven', 'Annie', 'Akshan', 'Tristana', 'Sylas']","['24', '38', '41', '43', '45']",MID
Singed,MASTER,3,"['Cassiopeia', 'Viktor', 'Tristana', 'Anivia', 'Twisted Fate']","['25', '31', '33', '36', '37']",MID
Akali,MASTER,1,"['Galio', 'Akshan', 'Pantheon', 'Cassiopeia', 'Annie']","['44', '44', '47', '47', '47']",MID
Fizz,MASTER,2,"['Taliyah', 'Akali', 'Zoe', 'Kassadin', 'Galio']","['43', '43', '44', '45', '46']",MID
Xerath,MASTER,3,"['Akshan', 'Veigar', 'Fizz', 'Qiyana', 'Taliyah']","['31', '38', '39', '44', '44']",MID
Neeko,MASTER,3,"['Irelia', 'Taliyah', 'Fizz', 'Akshan', 'Twisted Fate']","['34', '35', '40', '40', '45']",MID
Zed,MASTER,2,"['Azir', 'Annie', 'Ahri', 'Orianna', 'Sylas']","['43', '47', '48', '49', '50']",MID
Lux,MASTER,3,"['Ekko', 'Diana', 'Ahri', 'Neeko', 'Orianna']","['38', '39', '45', '46', '47']",MID
Karthus,MASTER,3,"['Jayce', 'Qiyana', 'Zyra', 'Xerath', 'Cassiopeia']","['0', '0', '0', '14', '17']",MID
Illaoi,MASTER,2,"['Tryndamere', 'Orianna', 'Zoe', 'Akshan', 'Kayle']","['0', '0', '0', '0', '0']",MID
Anivia,MASTER,2,"[""Vel'Koz"", 'Xerath', 'Talon', 'Aurelion Sol', 'Irelia']","['33', '35', '45', '48', '48']",MID
Swain,MASTER,2,"['Taliyah', 'Pantheon', 'Singed', 'Vex', 'Yone']","['33', '33', '33', '45', '46']",MID
Kennen,MASTER,3,"['Caitlyn', 'Vex', 'LeBlanc', 'Xerath', 'Cassiopeia']","['0', '20', '29', '33', '33']",MID
Jayce,MASTER,2,"['Cassiopeia', 'Veigar', 'Annie', 'Lux', 'Vladimir']","['38', '39', '43', '46', '47']",MID
Kassadin,MASTER,2,"['Taliyah', 'Galio', 'Malzahar', 'Ryze', 'Swain']","['30', '38', '39', '41', '47']",MID
Orianna,MASTER,1,"['Tristana', 'Neeko', 'Ziggs', 'Aurelion Sol', 'Annie']","['46', '46', '48', '49', '49']",MID
Quinn,MASTER,2,"['Akshan', 'Viktor', 'Galio', 'Cassiopeia', 'Diana']","['0', '29', '33', '33', '33']",MID
Yone,MASTER,2,"['Renekton', 'Diana', 'Ryze', 'Veigar', 'Neeko']","['36', '36', '42', '46', '47']",MID
Pantheon,MASTER,3,"['Taliyah', 'Viktor', 'Zoe', 'Tristana', 'Katarina']","['33', '38', '38', '42', '42']",MID
Zilean,MASTER,3,"['Irelia', 'Karthus', 'Katarina', 'Cassiopeia', 'Neeko']","['0', '0', '0', '0', '0']",MID
Renekton,MASTER,3,"['Fiora', 'Taliyah', 'Lissandra', 'Azir', 'Aatrox']","['0', '0', '20', '29', '33']",MID
Vex,MASTER,3,"['Taliyah', 'Anivia', 'Lissandra', 'Zoe', 'Katarina']","['29', '35', '41', '41', '42']",MID
Lissandra,MASTER,3,"['Aurelion Sol', 'Galio', 'Qiyana', 'Annie', 'Vladimir']","['41', '42', '42', '43', '43']",MID
Twitch,MASTER,4,"['Zoe', 'Xerath', 'Talon', 'Malzahar', 'Ziggs']","['0', '0', '0', '0', '0']",MID
Ahri,MASTER,2,"['Galio', 'Tristana', 'Aurelion Sol', 'Lissandra', 'Swain']","['39', '42', '45', '46', '46']",MID
Annie,MASTER,3,"['Aurelion Sol', 'Cassiopeia', 'Sylas', 'Zoe', 'Ryze']","['30', '36', '43', '43', '45']",MID
Rumble,MASTER,3,"['Malzahar', 'Anivia', 'Taliyah', 'Neeko', 'Ahri']","['17', '29', '33', '38', '39']",MID
Viego,MASTER,5,"['Viktor', 'Neeko', 'Fiddlesticks', 'Lux', 'Anivia']","['0', '0', '0', '0', '0']",MID
LeBlanc,MASTER,3,"['Xerath', 'Taliyah', 'Anivia', 'Cassiopeia', 'Irelia']","['42', '42', '43', '43', '43']",MID
AurelionSol,MASTER,3,"['Cassiopeia', 'Malzahar', 'Qiyana', 'Talon', 'Zed']","['27', '33', '36', '39', '39']",MID
Kled,MASTER,4,"['Swain', 'Ekko', 'Anivia', 'Lucian', 'Aatrox']","['0', '0', '0', '0', '0']",MID
Nunu,MASTER,4,"['Lux', 'Annie', 'Tristana', 'Vladimir', 'Aurelion Sol']","['0', '25', '25', '25', '33']",MID
Azir,MASTER,3,"['Jayce', 'Annie', 'Diana', 'LeBlanc', 'Irelia']","['36', '41', '41', '42', '42']",MID
Heimerdinger,MASTER,3,"['Galio', 'Vladimir', 'Tristana', 'Cassiopeia', 'Lux']","['0', '0', '0', '0', '17']",MID
Diana,MASTER,3,"['Malzahar', 'Taliyah', 'Vladimir', 'Lissandra', 'Yasuo']","['18', '25', '32', '33', '38']",MID
Brand,MASTER,3,"[""K'Sante"", 'Diana', 'Viktor', 'Qiyana', 'Twisted Fate']","['0', '0', '25', '30', '33']",MID
Nasus,MASTER,3,"['Galio', 'Neeko', 'Fizz', 'Xerath', 'Vex']","['25', '29', '30', '33', '33']",MID
Briar,MASTER,1,"['Qiyana', 'Viktor', 'Fiora', 'Seraphine', 'Zac']","['0', '0', '0', '0', '0']",MID
Kayle,MASTER,3,"['Karma', 'Varus', 'Diana', 'Twisted Fate', 'Ekko']","['0', '0', '0', '22', '25']",MID
Aatrox,MASTER,3,"['Malzahar', 'Jax', 'Brand', 'Neeko', 'Singed']","['0', '0', '0', '25', '25']",MID
Ksante,MASTER,4,"['Viktor', 'Rumble', 'Ekko', 'Pantheon', 'Xerath']","['17', '17', '29', '30', '33']",MID
Tristana,MASTER,3,"['Malphite', 'Vladimir', 'Malzahar', 'Vex', 'Twisted Fate']","['18', '22', '33', '36', '43']",MID
Viktor,MASTER,3,"['Qiyana', 'Tristana', 'Kassadin', 'Lux', 'Zoe']","['35', '37', '39', '40', '41']",MID
Ryze,MASTER,4,"['Rumble', 'Qiyana', 'Vladimir', 'Yasuo', 'Akshan']","['29', '29', '37', '39', '42']",MID
Chogath,MASTER,4,"['Brand', 'Kassadin', 'Qiyana', 'Aurelion Sol', 'Viktor']","['0', '29', '33', '33', '33']",MID
Garen,MASTER,3,"['Xerath', 'Pantheon', 'Aurelion Sol', 'Veigar', 'Naafiri']","['17', '20', '25', '33', '33']",MID
Veigar,MASTER,3,"['Swain', 'Akshan', 'Katarina', 'Annie', 'LeBlanc']","['23', '35', '40', '40', '43']",MID
Zac,MASTER,4,"[""K'Sante"", 'Pantheon', 'Aurelion Sol', 'Nunu & Willump', 'Malphite']","['0', '0', '0', '0', '0']",MID
Naafiri,MASTER,4,"['Anivia', 'Taliyah', 'Akshan', 'Twisted Fate', 'Vladimir']","['0', '0', '20', '29', '31']",MID
XinZhao,MASTER,2,"['Irelia', 'Azir', 'Sett', 'Annie', 'Naafiri']","['0', '0', '0', '0', '0']",MID
Fiddlesticks,MASTER,3,"['Aatrox', ""Vel'Koz"", 'Lee Sin', 'Vladimir', 'Malphite']","['0', '0', '0', '0', '0']",MID
Ornn,MASTER,3,"['Riven', 'Twisted Fate', 'Xin Zhao', 'Vladimir', 'Lee Sin']","['0', '0', '0', '0', '0']",MID
Shen,MASTER,3,"['Jayce', 'Cassiopeia', 'Malzahar', 'Lux', 'Lissandra']","['0', '0', '0', '0', '0']",MID
Malzahar,MASTER,3,"['Annie', 'Fizz', 'Ekko', 'Anivia', 'LeBlanc']","['33', '41', '43', '44', '46']",MID
Velkoz,MASTER,3,"['Galio', 'Annie', 'Ryze', 'Twisted Fate', 'Diana']","['14', '20', '20', '30', '33']",MID
Yorick,MASTER,2,"['Kennen', 'Garen', 'Malzahar', 'Xerath', 'Veigar']","['0', '0', '0', '0', '0']",MID
Pyke,MASTER,3,"['Kassadin', 'LeBlanc', 'Annie', 'Akali', 'Zoe']","['17', '25', '25', '27', '33']",MID
Corki,MASTER,3,"['Talon', 'Ziggs', 'Nasus', 'Malzahar', 'Ekko']","['0', '0', '0', '17', '17']",MID
Zyra,MASTER,3,"['Zoe', 'Talon', 'Swain', 'Vladimir', 'Malphite']","['0', '0', '0', '0', '0']",MID
Morgana,MASTER,2,"['Akshan', 'Aurelion Sol', 'Zoe', 'Seraphine', 'Neeko']","['0', '0', '0', '0', '0']",MID
Hwei,MASTER,4,"['Swain', 'Annie', 'Talon', 'Diana', 'Katarina']","['32', '33', '35', '36', '36']",MID
Malphite,MASTER,5,"['Vladimir', 'Akshan', 'Kassadin', 'Akali', 'Ahri']","['20', '21', '25', '33', '33']",MID
Gangplank,MASTER,3,"['Viktor', 'Akshan', 'Cassiopeia', 'Quinn', ""Cho'Gath""]","['0', '0', '0', '0', '0']",MID
Sett,MASTER,4,"['Twisted Fate', 'LeBlanc', 'Lissandra', 'Nunu & Willump', 'Ahri']","['0', '0', '0', '0', '0']",MID
Seraphine,MASTER,3,"['Irelia', 'Fizz', 'Diana', 'Veigar', 'Yasuo']","['20', '20', '25', '25', '27']",MID
Urgot,MASTER,3,"['Twisted Fate', 'Nidalee', 'Lissandra', 'Zoe', 'Seraphine']","['0', '0', '0', '0', '0']",MID
Karma,MASTER,3,"[""Kog'Maw"", 'Irelia', 'Xerath', 'Yasuo', 'Twisted Fate']","['0', '0', '17', '20', '20']",MID
Sion,MASTER,5,"['Veigar', 'Anivia', 'Singed', 'Ziggs', 'Annie']","['0', '0', '0', '0', '0']",MID
Gwen,MASTER,3,"['Kayle', 'Swain', 'Katarina', 'Kennen', ""K'Sante""]","['0', '0', '0', '0', '25']",MID
Ziggs,MASTER,4,"['Katarina', 'Veigar', 'Xerath', 'Akali', 'Vladimir']","['27', '33', '37', '39', '40']",MID
Mordekaiser,MASTER,3,"['Varus', 'Fizz', 'Kassadin', 'Ekko', 'Qiyana']","['0', '0', '0', '0', '0']",MID
Lucian,MASTER,5,"[""Cho'Gath"", 'Tristana', 'Ezreal', 'Ornn', 'Naafiri']","['0', '0', '0', '0', '0']",MID
Kogmaw,MASTER,5,"['Azir', 'Talon', 'Twisted Fate', 'Viktor', 'Varus']","['0', '0', '0', '0', '0']",MID
Teemo,MASTER,4,"['Talon', 'Katarina', 'Lissandra', 'Gangplank', 'Anivia']","['0', '0', '0', '0', '0']",MID
Shyvana,MASTER,2,"['Neeko', 'Yone', 'LeBlanc', 'Fizz', 'Katarina']","['0', '0', '0', '0', '33']",MID
DrMundo,MASTER,4,"['Zed', 'Azir', 'Talon', 'Lissandra', 'Diana']","['0', '0', '0', '0', '0']",MID
Vayne,MASTER,2,['Seraphine'],['48'],ADC
Ezreal,MASTER,1,[],[],ADC
Karthus,MASTER,3,"['Yasuo', ""Kog'Maw"", 'Ziggs', 'Samira', 'Kalista']","['20', '25', '45', '46', '47']",ADC
Draven,MASTER,2,"['Hwei', 'Seraphine', 'Ziggs']","['46', '47', '49']",ADC
Ashe,MASTER,2,"['Seraphine', 'Karthus', 'Yasuo', 'Samira']","['43', '46', '47', '48']",ADC
Jinx,MASTER,2,"['Seraphine', 'Twitch']","['43', '48']",ADC
Jhin,MASTER,2,"['Seraphine', 'Draven', 'Karthus']","['44', '47', '49']",ADC
Twitch,MASTER,2,"['Hwei', 'Samira']","['47', '49']",ADC
Yasuo,MASTER,3,"['Ziggs', 'Aphelios', 'Nilah', 'Miss Fortune', 'Zeri']","['42', '42', '43', '47', '48']",ADC
Brand,MASTER,2,"['Lux', 'Veigar', 'Sivir', 'Kalista']","['0', '0', '40', '43']",ADC
Swain,MASTER,3,"['Veigar', 'Zeri', 'Tristana', 'Sivir']","['25', '44', '45', '45']",ADC
Kalista,MASTER,3,"['Nilah', ""Kog'Maw"", 'Ziggs', 'Twitch', 'Seraphine']","['44', '45', '46', '48', '48']",ADC
Kaisa,MASTER,1,['Nilah'],['49'],ADC
Lux,MASTER,3,"['Miss Fortune', 'Xerath', 'Lee Sin', 'Zyra', 'Swain']","['0', '0', '0', '0', '0']",ADC
Heimerdinger,MASTER,4,"['Aphelios', 'Nilah', 'Veigar', 'Cassiopeia', 'Viktor']","['0', '0', '0', '0', '0']",ADC
Syndra,MASTER,4,"['Seraphine', ""Kog'Maw"", 'Jhin', 'Yasuo', 'Aphelios']","['0', '0', '22', '25', '33']",ADC
Varus,MASTER,2,"['Seraphine', 'Karthus', 'Yasuo', 'Ziggs', 'Nilah']","['41', '44', '47', '47', '49']",ADC
Xayah,MASTER,2,"['Ziggs', 'Seraphine', 'Jinx']","['40', '47', '48']",ADC
TahmKench,MASTER,3,"[""Kog'Maw"", 'Seraphine', 'Veigar', 'Miss Fortune', 'Zeri']","['0', '33', '33', '33', '38']",ADC
Ziggs,MASTER,3,"[""Kog'Maw"", 'Swain', 'Karthus']","['33', '35', '45']",ADC
Lucian,MASTER,2,"['Ziggs', 'Seraphine', ""Kog'Maw"", 'Twitch', 'Ashe']","['42', '43', '44', '48', '49']",ADC
Seraphine,MASTER,3,"['Twitch', 'Ziggs']","['47', '48']",ADC
Senna,MASTER,3,"['Yasuo', 'Kalista', 'Jinx', 'Ezreal', 'Lucian']","['0', '25', '38', '44', '47']",ADC
Aphelios,MASTER,3,"['Seraphine', 'Nilah', 'Miss Fortune', 'Zeri', 'Ashe']","['41', '44', '45', '47', '48']",ADC
AurelionSol,MASTER,4,"['Samira', 'Sivir', 'Brand', 'Ziggs', 'Jinx']","['0', '0', '0', '0', '22']",ADC
Cassiopeia,MASTER,3,"['Seraphine', 'Tristana', 'Caitlyn', 'Miss Fortune', 'Ziggs']","['25', '33', '40', '40', '40']",ADC
Samira,MASTER,2,"['Nilah', 'Tristana']","['46', '49']",ADC
Nilah,MASTER,3,"['Ziggs', 'Miss Fortune', 'Seraphine', 'Caitlyn', 'Vayne']","['36', '38', '41', '42', '45']",ADC
Caitlyn,MASTER,2,"['Yasuo', 'Seraphine', 'Ziggs', 'Kalista', ""Kog'Maw""]","['43', '43', '45', '47', '48']",ADC
Tristana,MASTER,3,"['Ziggs', 'Lucian', 'Draven']","['46', '48', '48']",ADC
Kogmaw,MASTER,3,"['Yasuo', 'Twitch', 'Varus', 'Nilah', 'Samira']","['29', '36', '40', '42', '47']",ADC
MissFortune,MASTER,3,"['Tristana', 'Ziggs', 'Karthus', 'Twitch', 'Xayah']","['40', '42', '47', '48', '49']",ADC
Hwei,MASTER,4,"['Ziggs', 'Nilah', 'Sivir', 'Jinx', ""Kai'Sa""]","['8', '17', '22', '33', '33']",ADC
Velkoz,MASTER,4,"['Yasuo', 'Kalista', 'Karthus', ""Kog'Maw"", 'Alistar']","['0', '0', '0', '0', '0']",ADC
Zeri,MASTER,3,"[""Kog'Maw"", 'Seraphine', 'Tristana', 'Miss Fortune', 'Twitch']","['29', '43', '44', '47', '47']",ADC
Veigar,MASTER,3,"['Nilah', 'Kalista', 'Karthus', 'Draven', 'Ziggs']","['14', '33', '33', '35', '44']",ADC
Chogath,MASTER,3,"['Brand', 'Tristana', 'Zeri', 'Yasuo', 'Caitlyn']","['0', '0', '0', '17', '25']",ADC
Xerath,MASTER,4,"['Yasuo', 'Hwei', 'Brand', 'Yone', 'Senna']","['0', '0', '0', '0', '0']",ADC
Sivir,MASTER,4,"['Lucian', 'Draven', 'Xayah', 'Ashe', 'Karthus']","['43', '44', '48', '48', '48']",ADC
Corki,MASTER,5,"['Tristana', 'Zeri', 'Ashe', 'Miss Fortune', 'Xayah']","['0', '0', '0', '0', '0']",ADC
Rakan,MASTER,1,"['Rell', 'Bard', 'Senna']","['48', '50', '50']",SUPPORT
Janna,MASTER,1,['Renata Glasc'],['50'],SUPPORT
Bard,MASTER,2,"['Rell', 'Maokai', 'Sylas']","['46', '46', '46']",SUPPORT
Senna,MASTER,1,"['Leona', 'Blitzcrank', 'Braum']","['49', '50', '50']",SUPPORT
Thresh,MASTER,1,"['Sona', 'Bard', 'Seraphine', 'Braum', 'Heimerdinger']","['48', '48', '49', '49', '49']",SUPPORT
Pyke,MASTER,1,"['Heimerdinger', 'Rell', 'Pantheon', 'Swain', 'Rakan']","['42', '46', '47', '48', '48']",SUPPORT
Poppy,MASTER,2,"['Taric', 'Hwei', 'Sona', 'Pantheon', 'Shen']","['0', '33', '33', '33', '33']",SUPPORT
Blitzcrank,MASTER,1,"['Neeko', 'Zyra', 'Rakan']","['41', '46', '48']",SUPPORT
Soraka,MASTER,2,"['Sona', 'Zyra', 'Pyke', 'Morgana']","['46', '47', '48', '48']",SUPPORT
Sylas,MASTER,3,"['Heimerdinger', 'Taric', 'Shaco', 'Rell', 'Zyra']","['17', '38', '38', '38', '38']",SUPPORT
Taric,MASTER,3,"['Sona', 'Ashe', 'Seraphine', ""Vel'Koz"", 'Lux']","['33', '41', '44', '44', '47']",SUPPORT
Lux,MASTER,2,"['Shaco', 'Heimerdinger', 'Sona', 'Zyra', ""Vel'Koz""]","['35', '38', '43', '45', '45']",SUPPORT
Rell,MASTER,2,"['Taric', 'Nami', 'Heimerdinger']","['43', '48', '49']",SUPPORT
Alistar,MASTER,2,"['Swain', ""Vel'Koz"", 'Zilean', 'Renata Glasc', 'Nami']","['40', '41', '43', '46', '46']",SUPPORT
Nautilus,MASTER,1,"['Sona', ""Vel'Koz"", 'Neeko', 'Rell', 'Renata Glasc']","['42', '45', '46', '46', '47']",SUPPORT
Fiddlesticks,MASTER,3,"['Miss Fortune', 'Seraphine', 'Zilean', 'Shaco', 'Brand']","['0', '25', '25', '33', '33']",SUPPORT
Zyra,MASTER,3,"['Maokai', 'Twitch', 'Zac', 'Taric', 'Sona']","['33', '35', '37', '39', '40']",SUPPORT
Xerath,MASTER,2,"['Janna', 'Rell', 'Sona', 'Soraka', 'Bard']","['44', '44', '47', '49', '50']",SUPPORT
Neeko,MASTER,2,"['Yuumi', 'Brand', 'Taric', 'Milio', 'Rakan']","['41', '44', '45', '48', '49']",SUPPORT
Ivern,MASTER,3,"['Ashe', 'Karma', 'Renata Glasc', 'Yuumi', 'Taric']","['0', '0', '0', '0', '0']",SUPPORT
Zoe,MASTER,3,"['Maokai', 'Neeko', 'Xerath', 'Seraphine', 'LeBlanc']","['20', '20', '33', '33', '33']",SUPPORT
Kennen,MASTER,2,"['Morgana', 'Twitch', 'Sona', 'Thresh', 'Janna']","['0', '0', '0', '25', '29']",SUPPORT
Zilean,MASTER,3,"['Xerath', 'Taric', 'Ashe', 'Nami', 'Maokai']","['41', '44', '46', '46', '47']",SUPPORT
Maokai,MASTER,3,"['Sona', 'Renata Glasc', 'Alistar', 'Rell', 'Senna']","['31', '39', '45', '46', '47']",SUPPORT
Galio,MASTER,3,"['Sona', 'Senna', 'Soraka', 'Bard', 'Neeko']","['0', '27', '36', '39', '40']",SUPPORT
Heimerdinger,MASTER,3,"['Braum', 'Nami', 'Rakan', 'Lulu', 'Nautilus']","['36', '41', '43', '46', '46']",SUPPORT
Milio,MASTER,2,"[""Vel'Koz"", 'Senna', 'Rell']","['46', '49', '49']",SUPPORT
Shaco,MASTER,3,"['Swain', 'Neeko', 'Maokai', 'Zac', 'Braum']","['0', '20', '29', '33', '44']",SUPPORT
Sona,MASTER,3,"['Swain', 'Zilean', 'Bard', 'Sylas', 'Seraphine']","['29', '40', '40', '43', '43']",SUPPORT
LeBlanc,MASTER,3,"['Rell', 'Maokai', 'Bard', 'Taric', 'Pantheon']","['25', '25', '29', '33', '33']",SUPPORT
Nami,MASTER,2,"['Leona', 'Soraka', 'Braum', 'Maokai', 'Blitzcrank']","['45', '46', '46', '47', '47']",SUPPORT
Swain,MASTER,3,"['Taric', 'Ashe', 'Milio', 'Janna', 'Xerath']","['38', '44', '44', '45', '45']",SUPPORT
Brand,MASTER,3,"['Seraphine', ""Vel'Koz"", 'Blitzcrank', 'Sylas', 'Janna']","['35', '36', '40', '40', '42']",SUPPORT
Leona,MASTER,2,"['Lux', 'Heimerdinger', 'Bard', 'Braum', 'Renata Glasc']","['42', '43', '44', '46', '47']",SUPPORT
Zac,MASTER,3,"['Neeko', 'Seraphine', 'Taric', 'Janna', 'Zilean']","['14', '29', '33', '35', '38']",SUPPORT
TahmKench,MASTER,3,"['Yuumi', 'Braum', 'Bard', 'Maokai', 'Shaco']","['20', '30', '33', '33', '33']",SUPPORT
Karma,MASTER,2,"['Heimerdinger', 'Pyke', 'Neeko', 'Brand', 'Nautilus']","['41', '46', '47', '48', '48']",SUPPORT
Teemo,MASTER,2,"['Shaco', 'Ahri', 'Lux', 'Leona', 'Kennen']","['0', '0', '0', '0', '0']",SUPPORT
Rengar,MASTER,3,"['Pyke', 'Neeko', 'Lux', 'Sylas', 'Singed']","['0', '0', '0', '0', '0']",SUPPORT
Braum,MASTER,2,"['Taric', 'Bard', 'Zilean', 'Sona', 'Renata Glasc']","['43', '43', '44', '44', '46']",SUPPORT
Taliyah,MASTER,3,"['Neeko', 'Twitch', 'Pantheon', 'Taric', 'Maokai']","['0', '0', '0', '0', '0']",SUPPORT
Velkoz,MASTER,3,"['Maokai', 'Blitzcrank', 'Sona', 'Pyke', 'Renata Glasc']","['33', '42', '45', '45', '46']",SUPPORT
Anivia,MASTER,4,"['Amumu', 'Heimerdinger', 'Zyra', 'Soraka', 'Blitzcrank']","['0', '0', '0', '17', '25']",SUPPORT
Ashe,MASTER,2,"['Brand', 'Bard', 'Shaco', 'Rakan', 'Milio']","['44', '45', '46', '47', '48']",SUPPORT
Lulu,MASTER,2,"['Leona', 'Sona', 'Heimerdinger', 'Nautilus', 'Braum']","['43', '47', '47', '48', '49']",SUPPORT
Seraphine,MASTER,3,"[""Vel'Koz"", 'Blitzcrank', 'Rakan', 'Leona', 'Pyke']","['27', '38', '40', '43', '45']",SUPPORT
Twitch,MASTER,3,"['Shaco', 'Seraphine', 'Braum', 'Brand', 'Leona']","['20', '22', '29', '33', '39']",SUPPORT
Elise,MASTER,4,"['Nautilus', 'Janna', 'Leona', 'Gragas', 'Karma']","['0', '0', '0', '0', '0']",SUPPORT
Camille,MASTER,4,"['Poppy', 'Braum', 'Renata Glasc', ""Vel'Koz"", 'Lux']","['0', '20', '22', '25', '33']",SUPPORT
Pantheon,MASTER,4,"['Zac', 'Zilean', 'Ashe', 'Bard', 'Nami']","['0', '0', '26', '29', '31']",SUPPORT
Amumu,MASTER,3,"['Taric', 'Ashe', 'Heimerdinger', 'Bard', 'Zilean']","['25', '29', '29', '32', '33']",SUPPORT
Morgana,MASTER,3,"['Rell', 'Janna', 'Shaco', 'Maokai', 'Xerath']","['42', '44', '44', '45', '46']",SUPPORT
Rumble,MASTER,4,"['Varus', 'Amumu', 'Shaco', 'Sona', 'Swain']","['0', '0', '0', '0', '0']",SUPPORT
Gragas,MASTER,3,"['Braum', 'Zac', ""Vel'Koz"", 'Bard', 'Renata Glasc']","['0', '0', '0', '27', '38']",SUPPORT
Annie,MASTER,3,"['Zilean', 'Braum', 'Blitzcrank', 'Alistar', 'Janna']","['25', '29', '33', '33', '39']",SUPPORT
Yuumi,MASTER,3,"['Shaco', 'Seraphine', 'Rell', 'Nautilus', 'Brand']","['37', '39', '43', '44', '45']",SUPPORT
Lissandra,MASTER,3,"['Zilean', 'Soraka', 'Thresh', 'Braum', 'Nautilus']","['33', '33', '38', '40', '42']",SUPPORT
