rank,champion_name,tier,lane,win_rate,pick_rate,ban_rate,pbi,games_played,tier_rank
44,Varus,D+,top,52.63,1.55,10.41,-8,171,challenger
45,Garen,D+,top,53.27,2.78,1.24,-12,306,challenger
46,Gangplank,D,top,53.43,1.85,1.65,-8,204,challenger
47,Sett,D,top,54.65,1.56,0.49,-4,172,challenger
48,Volibear,D-,top,54.17,1.09,0.78,-4,120,challenger
49,Mordekaiser,D-,top,53.51,1.68,1.31,-7,185,challenger
1,Bel'Veth,S+,jungle,63.35,8.81,17.54,62,1124,challenger
2,Hecarim,S,jungle,62.44,6.99,9.76,38,892,challenger
3,Taliyah,S,jungle,60.72,7.38,9.78,26,942,challenger
4,Kindred,S-,jungle,63.12,7.23,8.87,45,922,challenger
5,Ekko,A+,jungle,61.06,5.17,3.15,19,660,challenger
6,Rengar,A+,jungle,59.21,3.57,21.92,8,456,challenger
7,Lee Sin,A+,jungle,56.40,23.46,14.12,-30,2993,challenger
8,Talon,A,jungle,59.66,2.76,5.68,6,352,challenger
9,Gragas,A,jungle,63.83,3.32,2.09,21,423,challenger
10,Kha'Zix,A,jungle,58.39,9.44,9.49,9,1204,challenger
11,Karthus,A-,jungle,57.43,3.54,8.78,0,451,challenger
12,Graves,A-,jungle,56.27,18.62,22.60,-30,2376,challenger
13,Master Yi,A-,jungle,60.00,3.02,9.52,8,385,challenger
14,Nidalee,A-,jungle,58.20,7.31,7.19,5,933,challenger
15,Kayn,B+,jungle,56.31,7.09,12.72,-10,904,challenger
16,Evelynn,B+,jungle,60.43,4.02,14.43,14,513,challenger
17,Ivern,B+,jungle,59.70,2.63,2.39,6,335,challenger
18,Brand,B+,jungle,59.04,6.72,4.34,11,857,challenger
19,Udyr,B,jungle,63.64,1.98,2.13,12,253,challenger
20,Nocturne,B,jungle,58.66,6.20,5.58,8,791,challenger
21,Zac,B,jungle,58.90,2.99,2.38,4,382,challenger
22,Poppy,B,jungle,54.13,2.56,5.48,-9,327,challenger
23,Viego,B,jungle,54.80,9.40,2.09,-26,1199,challenger
24,Shaco,B,jungle,60.53,1.79,5.14,6,228,challenger
25,Briar,B-,jungle,56.57,1.37,11.81,-1,175,challenger
26,Rek'Sai,B-,jungle,58.91,2.16,2.03,3,275,challenger
27,Elise,B-,jungle,60.41,1.92,1.44,6,245,challenger
28,Sylas,B-,jungle,57.06,1.28,14.96,-1,163,challenger
29,Diana,C+,jungle,59.20,3.54,1.26,6,451,challenger
30,Lillia,C+,jungle,61.13,2.22,0.78,8,283,challenger
31,Jarvan IV,C+,jungle,54.21,8.01,8.50,-29,1022,challenger
32,Fiddlesticks,C+,jungle,57.93,1.14,5.20,1,145,challenger
33,Jax,C,jungle,53.49,1.01,32.39,-6,129,challenger
34,Gwen,C,jungle,57.85,1.75,3.20,1,223,challenger
35,Nunu,C,jungle,54.65,1.35,1.23,-4,172,challenger
36,Rumble,C-,jungle,56.00,0.98,6.98,-2,125,challenger
37,Qiyana,C-,jungle,57.53,1.14,2.24,0,146,challenger
38,Maokai,C-,jungle,57.60,0.98,0.47,0,125,challenger
39,Rell,D+,jungle,47.83,1.08,5.49,-11,138,challenger
40,Xin Zhao,D,jungle,52.44,3.69,0.39,-19,471,challenger
41,Vi,D,jungle,51.56,3.27,0.85,-20,417,challenger
42,Sejuani,D-,jungle,42.00,0.78,0.10,-12,100,challenger
43,Wukong,D-,jungle,49.03,1.21,0.42,-10,155,challenger
1,Sylas,S+,middle,61.17,13.55,14.96,58,1612,challenger
2,Qiyana,S,middle,66.97,3.64,2.24,35,433,challenger
3,Taliyah,S-,middle,61.03,3.43,9.78,13,408,challenger
4,Syndra,S-,middle,57.70,11.52,11.83,2,1371,challenger
5,Akshan,A+,middle,64.19,3.73,6.11,27,444,challenger
6,Jayce,A+,middle,58.46,7.30,5.07,7,869,challenger
7,Talon,A,middle,59.61,4.33,5.68,10,515,challenger
8,Zoe,A,middle,62.24,4.36,3.11,21,519,challenger
9,Yone,A,middle,60.13,8.88,21.31,30,1056,challenger
10,Yasuo,A-,middle,55.84,7.20,18.02,-15,856,challenger
11,Katarina,A-,middle,58.32,3.89,7.31,3,463,challenger
12,Irelia,A-,middle,59.95,3.42,9.46,9,407,challenger
13,Galio,A-,middle,61.05,2.89,0.35,10,344,challenger
14,Orianna,B+,middle,56.45,14.53,20.36,-19,1729,challenger
15,Lux,B+,middle,61.87,2.16,2.17,10,257,challenger
16,Fizz,B+,middle,62.46,2.60,2.59,13,309,challenger
17,Zed,B+,middle,56.29,4.35,15.45,-6,517,challenger
18,Pantheon,B,middle,62.07,1.46,3.44,7,174,challenger
19,Akali,B,middle,53.67,11.32,19.24,-54,1347,challenger
20,Vladimir,B,middle,57.86,2.35,4.27,1,280,challenger
21,Neeko,B,middle,59.69,4.38,4.18,10,521,challenger
22,Kassadin,B-,middle,59.79,3.99,8.33,10,475,challenger
23,Cassiopeia,B-,middle,56.62,1.14,1.71,-1,136,challenger
24,Twisted Fate,B-,middle,56.51,3.42,0.52,-3,407,challenger
25,Ekko,B-,middle,58.33,3.13,3.15,3,372,challenger
26,Lissandra,C+,middle,65.41,1.56,1.14,12,185,challenger
27,Ahri,C+,middle,58.26,5.70,1.18,4,678,challenger
28,Ryze,C+,middle,62.68,1.19,0.16,6,142,challenger
29,LeBlanc,C+,middle,55.33,6.70,11.11,-16,797,challenger
30,Azir,C,middle,53.60,5.49,1.17,-22,653,challenger
31,Vex,C,middle,60.13,1.33,1.73,4,158,challenger
32,K'Sante,C,middle,56.07,0.90,8.66,-1,107,challenger
33,Xerath,C-,middle,55.74,2.05,3.50,-4,244,challenger
34,Tristana,C-,middle,57.24,2.44,0.90,-1,290,challenger
35,Hwei,D+,middle,46.57,13.59,27.98,-207,1617,challenger
36,Annie,D+,middle,55.04,1.08,0.33,-3,129,challenger
37,Viktor,D,middle,54.78,1.93,0.69,-5,230,challenger
38,Diana,D-,middle,52.20,1.53,1.26,-8,182,challenger
39,Veigar,D-,middle,51.00,0.84,0.25,-5,100,challenger
1,Ezreal,S,bottom,58.77,21.76,12.25,31,2394,challenger
2,Draven,S-,bottom,59.19,8.75,30.69,21,963,challenger
3,Vayne,S-,bottom,60.74,6.90,8.35,24,759,challenger
4,Jhin,A+,bottom,58.22,10.94,0.51,8,1204,challenger
5,Yasuo,A,bottom,58.17,3.28,18.02,3,361,challenger
6,Twitch,A,bottom,61.16,5.34,4.99,20,587,challenger
7,Ashe,A,bottom,58.62,7.64,12.67,10,841,challenger
8,Jinx,A-,bottom,58.58,7.68,0.77,8,845,challenger
9,Karthus,A-,bottom,58.11,2.02,8.78,1,222,challenger
10,Kai'Sa,B+,bottom,56.32,20.87,5.99,-27,2296,challenger
11,Aphelios,B+,bottom,57.60,8.25,0.61,1,908,challenger
12,Varus,B+,bottom,55.89,18.59,10.41,-34,2045,challenger
13,Kalista,B,bottom,54.67,11.87,10.28,-38,1306,challenger
14,Swain,B,bottom,60.58,1.25,0.52,4,137,challenger
15,Ziggs,B,bottom,59.43,4.14,2.74,8,456,challenger
16,Tahm Kench,B-,bottom,63.38,1.29,0.23,8,142,challenger
17,Xayah,B-,bottom,55.05,9.44,5.25,-24,1039,challenger
18,Kog'Maw,B-,bottom,65.71,1.59,0.30,13,175,challenger
19,Caitlyn,C+,bottom,58.10,8.59,5.47,5,945,challenger
20,Tristana,C+,bottom,60.70,3.35,0.90,11,369,challenger
21,Nilah,C+,bottom,59.43,1.93,4.04,4,212,challenger
22,Samira,C,bottom,57.54,4.88,10.74,0,537,challenger
23,Lucian,C,bottom,56.06,9.97,1.64,-15,1097,challenger
24,Seraphine,C-,bottom,57.49,2.25,0.65,0,247,challenger
25,Hwei,D+,bottom,55.00,1.82,27.98,-6,200,challenger
26,Miss Fortune,D+,bottom,56.46,1.90,0.11,-2,209,challenger
27,Zeri,D,bottom,53.41,4.00,0.50,-16,440,challenger
28,Sivir,D-,bottom,55.48,2.65,0.73,-5,292,challenger
1,Janna,S,support,60.62,12.11,6.89,40,1196,challenger
2,Rakan,S,support,58.66,14.38,6.31,18,1420,challenger
3,Thresh,S-,support,59.30,7.79,3.97,15,769,challenger
4,Ashe,A+,support,57.84,14.08,12.67,5,1390,challenger
5,Senna,A+,support,56.31,17.64,11.17,-24,1742,challenger
6,Bard,A,support,56.94,7.29,1.70,-4,720,challenger
7,Rell,A,support,59.45,9.64,5.49,20,952,challenger
8,Pyke,A-,support,57.34,9.66,20.71,-2,954,challenger
9,Alistar,A-,support,57.56,7.71,2.91,0,761,challenger
10,Renata Glasc,A-,support,59.72,9.33,3.11,21,921,challenger
11,Lux,B+,support,57.89,3.27,2.17,1,323,challenger
12,Soraka,B+,support,58.87,4.85,2.89,7,479,challenger
13,Nautilus,B+,support,56.23,13.42,12.61,-20,1325,challenger
14,Zilean,B,support,63.77,1.40,0.86,9,138,challenger
15,Blitzcrank,B,support,56.00,6.84,21.63,-13,675,challenger
16,Lulu,B,support,61.31,4.03,3.69,16,398,challenger
17,Sona,B,support,58.84,3.49,0.17,5,345,challenger
18,Xerath,B-,support,56.94,2.19,3.50,-1,216,challenger
19,Milio,B-,support,56.28,5.00,1.51,-6,494,challenger
20,Nami,B-,support,55.56,4.38,0.18,-9,432,challenger
21,Zyra,C+,support,53.91,1.16,1.25,-4,115,challenger
22,Karma,C+,support,52.95,7.21,1.70,-33,712,challenger
23,Swain,C+,support,44.68,1.43,0.52,-18,141,challenger
24,Leona,C,support,56.20,2.45,0.91,-3,242,challenger
25,Braum,C,support,57.41,2.66,0.59,0,263,challenger
26,Camille,C-,support,53.33,1.22,2.58,-5,120,challenger
27,Neeko,C-,support,55.08,2.39,4.18,-6,236,challenger
28,Morgana,D+,support,56.78,1.20,7.11,-1,118,challenger
29,Caitlyn,D,support,41.27,1.28,5.47,-22,126,challenger
30,Hwei,D,support,43.20,2.09,27.98,-41,206,challenger
31,Yuumi,D-,support,38.86,1.95,4.43,-38,193,challenger
1,Jax,S+,top,55.67,12.05,30.82,27,44466,master
2,Riven,S+,top,56.35,7.55,4.76,18,27871,master
3,Camille,S,top,55.69,6.72,2.91,11,24784,master
4,Rengar,S,top,56.41,1.30,12.88,3,4786,master
5,Olaf,S,top,56.74,3.16,2.50,8,11644,master
6,Darius,S,top,55.28,6.39,11.80,8,23572,master
7,Sylas,S-,top,55.30,1.09,18.78,2,4025,master
8,Fiora,S-,top,55.10,6.62,14.42,7,24405,master
9,Poppy,S-,top,54.93,2.28,6.02,2,8416,master
10,Singed,A+,top,56.57,2.46,0.60,6,9074,master
11,K'Sante,A+,top,54.17,7.00,8.41,0,25825,master
12,Cassiopeia,A+,top,56.69,0.82,1.39,2,3036,master
13,Tryndamere,A+,top,55.15,2.90,2.86,3,10700,master
14,Irelia,A+,top,54.11,4.40,9.89,0,16236,master
15,Vayne,A+,top,55.30,1.42,9.19,2,5221,master
16,Illaoi,A,top,55.27,3.25,5.29,4,11998,master
17,Quinn,A,top,56.52,1.43,0.78,3,5292,master
18,Aatrox,A,top,53.31,14.70,11.80,-14,54227,master
19,Ornn,A,top,54.30,4.48,0.51,1,16532,master
20,Jayce,A,top,51.57,7.75,6.13,-21,28594,master
21,Kled,A,top,56.25,1.72,0.63,4,6333,master
22,Neeko,A,top,56.94,0.21,5.26,1,771,master
23,Zac,A-,top,55.23,0.89,2.19,1,3268,master
24,Pantheon,A-,top,53.98,2.79,2.44,0,10295,master
25,Urgot,A-,top,55.66,1.96,0.24,3,7240,master
26,Gwen,A-,top,54.53,4.05,2.53,2,14932,master
27,Vladimir,A-,top,54.64,1.04,3.95,1,3823,master
28,Renekton,A-,top,52.78,7.26,7.06,-11,26800,master
29,Akshan,A-,top,55.69,0.83,6.82,1,3049,master
30,Yone,A-,top,51.91,9.34,26.15,-28,34466,master
31,Zilean,B+,top,57.03,0.10,0.65,0,377,master
32,Anivia,B+,top,56.96,0.15,1.74,0,546,master
33,Zed,B+,top,53.72,0.34,17.21,0,1236,master
34,Heimerdinger,B+,top,55.61,0.42,1.04,1,1534,master
35,Skarner,B+,top,56.72,0.18,0.10,0,647,master
36,Rumble,B+,top,53.58,3.45,5.25,-2,12711,master
37,Shen,B+,top,55.35,2.18,0.17,3,8033,master
38,Malphite,B+,top,54.80,5.47,11.11,4,20181,master
39,Azir,B+,top,54.89,0.25,0.90,0,931,master
40,Udyr,B,top,54.80,1.11,1.16,1,4093,master
41,Swain,B,top,54.62,0.32,0.62,0,1170,master
42,Fiddlesticks,B,top,55.99,0.15,4.87,0,543,master
43,Gnar,B,top,53.74,3.67,0.53,-1,13546,master
44,Garen,B,top,54.31,4.42,2.00,1,16300,master
45,Maokai,B,top,56.60,0.69,0.62,2,2553,master
46,Warwick,B,top,55.89,1.40,0.34,2,5167,master
47,Galio,B,top,55.31,0.12,0.26,0,461,master
48,Gragas,B,top,54.01,2.30,1.52,0,8484,master
49,Kennen,B,top,53.21,2.13,1.92,-2,7841,master
50,Naafiri,B-,top,55.75,0.12,0.98,0,461,master
51,Aurelion Sol,B-,top,56.67,0.04,0.56,0,150,master
52,Nasus,B-,top,53.81,2.55,2.29,-1,9405,master
53,Teemo,B-,top,54.93,1.18,0.71,1,4338,master
54,Trundle,B-,top,54.92,5.03,8.25,4,18555,master
55,Gangplank,B-,top,54.10,3.07,2.46,0,11310,master
56,Varus,B-,top,53.21,1.44,7.98,-1,5324,master
57,Yasuo,B-,top,52.55,1.65,15.74,-3,6089,master
58,Tahm Kench,B-,top,54.05,1.32,0.37,0,4886,master
59,LeBlanc,C+,top,53.19,0.21,10.10,0,784,master
60,Kayle,C+,top,53.68,1.97,0.67,-1,7284,master
61,Akali,C+,top,51.44,3.25,18.10,-11,11978,master
62,Rammus,C+,top,55.01,0.19,4.70,0,718,master
63,Master Yi,C+,top,53.22,0.28,7.11,0,1024,master
64,Malzahar,C+,top,56.16,0.13,1.55,0,495,master
65,Volibear,C+,top,53.44,2.69,0.72,-2,9906,master
66,Mordekaiser,C+,top,53.39,2.79,1.85,-2,10290,master
67,Sett,C,top,52.45,2.95,0.64,-5,10878,master
68,Kassadin,C,top,53.93,0.07,7.63,0,267,master
69,Sion,C,top,52.48,2.45,0.61,-4,9056,master
70,Dr. Mundo,C,top,54.30,1.21,0.37,0,4477,master
71,Shaco,C,top,53.74,0.10,8.48,0,374,master
72,Cho'Gath,C,top,52.81,1.16,0.20,-2,4270,master
73,Ryze,C,top,53.29,0.50,0.11,0,1856,master
74,Karma,C-,top,51.74,0.26,1.86,-1,951,master
75,Nidalee,C-,top,49.32,0.14,8.96,-1,515,master
76,Wukong,C-,top,54.14,0.63,0.30,0,2331,master
77,Qiyana,C-,top,51.06,0.17,1.11,-1,615,master
78,Kayn,C-,top,48.46,0.18,10.07,-1,650,master
79,Briar,C-,top,49.87,0.11,18.38,-1,399,master
80,Xin Zhao,D+,top,52.81,0.13,0.18,0,481,master
81,Ahri,D+,top,50.94,0.20,1.42,-1,748,master
82,Viktor,D+,top,52.14,0.12,1.23,0,443,master
83,Yorick,D,top,51.54,0.86,0.71,-2,3186,master
84,Shyvana,D,top,53.33,0.20,0.10,0,720,master
85,Lissandra,D,top,51.83,0.13,1.33,0,492,master
86,Lillia,D,top,50.82,0.08,1.12,0,305,master
87,Annie,D-,top,44.50,0.06,0.25,-1,209,master
88,Sejuani,D-,top,49.51,0.19,0.14,-1,719,master
89,Veigar,D-,top,45.95,0.05,0.44,0,185,master
1,Bel'Veth,S+,jungle,55.26,6.80,14.28,9,24946,master
2,Hecarim,S,jungle,55.06,7.31,8.78,7,26808,master
3,Taliyah,S,jungle,54.73,6.18,7.97,4,22673,master
4,Karthus,S,jungle,55.40,3.78,9.54,5,13849,master
5,Rengar,S-,jungle,55.48,4.06,12.88,6,14905,master
6,Master Yi,S-,jungle,55.81,4.52,7.11,8,16568,master
7,Kha'Zix,A+,jungle,55.01,9.62,8.60,9,35260,master
8,Kayn,A+,jungle,54.58,7.88,10.07,4,28903,master
9,Ivern,A+,jungle,56.09,3.07,2.26,6,11265,master
10,Kindred,A+,jungle,55.01,4.29,4.76,4,15741,master
11,Graves,A,jungle,54.14,16.55,22.62,0,60687,master
12,Jax,A,jungle,54.94,0.89,30.82,1,3249,master
13,Evelynn,A,jungle,55.87,3.95,13.07,8,14472,master
14,Talon,A,jungle,55.83,2.89,4.21,5,10593,master
15,Lee Sin,A,jungle,53.36,19.12,15.56,-17,70120,master
16,Nidalee,A-,jungle,55.07,6.27,8.96,6,22984,master
17,Ekko,A-,jungle,54.31,5.35,2.65,1,19634,master
18,Gragas,A-,jungle,55.73,3.72,1.52,6,13648,master
19,Shaco,A-,jungle,56.14,3.93,8.48,9,14408,master
20,Rek'Sai,A-,jungle,55.86,2.33,1.70,4,8528,master
21,Zac,B+,jungle,55.01,3.46,2.19,3,12680,master
22,Poppy,B+,jungle,53.71,2.67,6.02,-1,9787,master
23,Fiddlesticks,B+,jungle,55.68,3.35,4.87,5,12293,master
24,Nocturne,B+,jungle,54.25,6.73,9.04,1,24675,master
25,Briar,B+,jungle,53.80,3.51,18.38,-1,12872,master
26,Nunu,B+,jungle,54.58,2.56,0.58,1,9370,master
27,Rumble,B,jungle,55.16,0.70,5.25,1,2578,master
28,Viego,B,jungle,52.03,8.11,1.26,-17,29750,master
29,Skarner,B,jungle,55.81,0.50,0.10,1,1842,master
30,Udyr,B,jungle,54.94,1.95,1.16,2,7142,master
31,Brand,B,jungle,53.31,5.53,4.45,-5,20265,master
32,Elise,B,jungle,54.47,2.23,2.10,1,8166,master
33,Jarvan IV,B,jungle,52.30,7.93,7.70,-16,29086,master
34,Sylas,B,jungle,51.58,2.06,18.78,-6,7559,master
35,Rammus,B-,jungle,54.95,2.04,4.70,2,7469,master
36,Qiyana,B-,jungle,54.02,0.67,1.11,0,2440,master
37,Pantheon,B-,jungle,53.92,0.37,2.44,0,1352,master
38,Gwen,B-,jungle,54.07,0.74,2.53,0,2702,master
39,Maokai,B-,jungle,53.70,2.22,0.62,-1,8146,master
40,Rell,B-,jungle,52.75,0.54,4.87,-1,1979,master
41,Diana,C+,jungle,52.65,2.95,0.88,-4,10803,master
42,Xin Zhao,C+,jungle,53.51,2.34,0.18,-1,8569,master
43,Zed,C+,jungle,51.24,0.60,17.21,-2,2186,master
44,Lillia,C+,jungle,52.70,2.67,1.12,-4,9776,master
45,Neeko,C+,jungle,53.64,0.20,5.26,0,742,master
46,Vi,C,jungle,52.46,3.32,0.84,-6,12163,master
47,Taric,C,jungle,53.85,0.06,0.21,0,208,master
48,Sejuani,C,jungle,52.25,1.58,0.14,-3,5778,master
49,Trundle,C,jungle,53.55,0.50,8.25,0,1830,master
50,Warwick,C,jungle,53.07,0.79,0.34,-1,2883,master
51,Dr. Mundo,C-,jungle,53.85,0.03,0.37,0,104,master
52,Volibear,C-,jungle,52.51,0.41,0.72,-1,1493,master
53,Amumu,C-,jungle,51.10,0.88,0.44,-3,3223,master
54,Olaf,C-,jungle,48.31,0.20,2.50,-1,739,master
55,Shyvana,D+,jungle,51.70,0.55,0.10,-1,2004,master
56,Zyra,D+,jungle,50.64,0.11,2.17,0,391,master
57,Morgana,D,jungle,51.83,0.22,10.07,-1,793,master
58,Wukong,D,jungle,50.74,1.14,0.30,-4,4178,master
59,Urgot,D,jungle,46.29,0.05,0.24,0,175,master
60,Teemo,D-,jungle,48.16,0.13,0.71,-1,488,master
61,Mordekaiser,D-,jungle,48.49,0.13,1.85,-1,464,master
1,Taliyah,S+,middle,57.82,1.97,7.97,8,7306,master
2,Talon,S+,middle,56.83,4.87,4.21,14,18094,master
3,Sylas,S,middle,54.93,11.89,18.78,12,44216,master
4,Katarina,S,middle,56.39,4.92,5.87,12,18277,master
5,Yasuo,S,middle,54.95,7.23,15.74,7,26894,master
6,Akshan,S,middle,57.15,3.58,6.82,12,13322,master
7,Qiyana,S-,middle,56.18,2.79,1.11,6,10361,master
8,Syndra,S-,middle,53.60,11.24,12.91,-7,41766,master
9,Vladimir,S-,middle,55.69,3.31,3.95,5,12300,master
10,Cassiopeia,S-,middle,56.70,1.65,1.39,4,6125,master
11,Galio,A+,middle,56.49,2.57,0.26,6,9554,master
12,Twisted Fate,A+,middle,56.04,5.40,0.39,10,20068,master
13,Zoe,A+,middle,56.50,3.14,2.22,8,11662,master
14,Ekko,A+,middle,55.49,2.45,2.65,3,9099,master
15,Gragas,A+,middle,58.32,0.66,1.52,3,2440,master
16,Camille,A,middle,57.32,0.18,2.91,1,656,master
17,Riven,A,middle,57.05,0.33,4.76,1,1213,master
18,Tryndamere,A,middle,57.04,0.46,2.86,1,1704,master
19,Irelia,A,middle,54.65,3.68,9.89,2,13696,master
20,Singed,A,middle,57.19,0.81,0.60,2,3018,master
21,Akali,A,middle,53.88,9.64,18.10,-3,35837,master
22,Fizz,A,middle,55.64,3.98,4.37,6,14812,master
23,Xerath,A,middle,55.53,3.93,7.70,6,14609,master
24,Neeko,A-,middle,56.09,2.94,5.26,6,10925,master
25,Zed,A-,middle,53.39,5.60,17.21,-5,20817,master
26,Lux,A-,middle,55.06,2.82,2.34,3,10468,master
27,Karthus,A-,middle,54.84,0.28,9.54,0,1023,master
28,Illaoi,A-,middle,62.88,0.11,5.29,1,396,master
29,Anivia,A-,middle,56.85,2.29,1.74,6,8514,master
30,Swain,A-,middle,56.10,1.10,0.62,2,4075,master
31,Kennen,A-,middle,57.83,0.36,1.92,1,1335,master
32,Jayce,B+,middle,52.85,5.29,6.13,-7,19674,master
33,Kassadin,B+,middle,55.49,3.42,7.63,5,12711,master
34,Orianna,B+,middle,53.12,12.10,20.29,-15,44985,master
35,Quinn,B+,middle,57.45,0.17,0.78,1,644,master
36,Yone,B+,middle,52.98,7.87,26.15,-12,29268,master
37,Pantheon,B+,middle,54.67,1.48,2.44,1,5504,master
38,Zilean,B+,middle,55.85,0.30,0.65,1,1103,master
39,Renekton,B+,middle,54.40,0.57,7.06,0,2136,master
40,Vex,B+,middle,55.78,2.80,2.55,5,10411,master
41,Lissandra,B+,middle,55.64,3.18,1.33,5,11803,master
42,Twitch,B,middle,55.63,0.23,4.34,0,870,master
43,Ahri,B,middle,54.74,6.04,1.42,4,22442,master
44,Annie,B,middle,55.50,1.31,0.25,2,4858,master
45,Rumble,B,middle,54.90,0.93,5.25,1,3441,master
46,Viego,B,middle,54.55,0.25,1.26,0,935,master
47,LeBlanc,B,middle,53.19,4.64,10.10,-5,17247,master
48,Aurelion Sol,B,middle,55.44,1.63,0.56,2,6075,master
49,Kled,B,middle,56.80,0.17,0.63,0,618,master
50,Nunu,B,middle,54.20,0.52,0.58,0,1915,master
51,Azir,B,middle,52.17,3.82,0.90,-8,14203,master
52,Heimerdinger,B,middle,55.06,0.23,1.04,0,850,master
53,Diana,B-,middle,55.08,1.22,0.88,1,4537,master
54,Brand,B-,middle,53.58,0.48,4.45,0,1786,master
55,Nasus,B-,middle,55.35,0.47,2.29,1,1756,master
56,Briar,B-,middle,53.39,0.10,18.38,0,369,master
57,Kayle,B-,middle,56.75,0.30,0.67,1,1103,master
58,Aatrox,B-,middle,52.92,0.46,11.80,-1,1727,master
59,K'Sante,B-,middle,52.70,0.53,8.41,-1,1983,master
60,Tristana,B-,middle,53.96,1.51,0.64,0,5604,master
61,Viktor,B-,middle,53.84,3.46,1.23,-1,12861,master
62,Ryze,B-,middle,54.00,1.21,0.11,0,4483,master
63,Cho'Gath,C+,middle,55.16,0.48,0.20,0,1791,master
64,Garen,C+,middle,54.68,0.46,2.00,0,1697,master
65,Veigar,C+,middle,54.03,1.65,0.44,0,6149,master
66,Zac,C+,middle,53.58,0.23,2.19,0,853,master
67,Naafiri,C+,middle,52.70,0.70,0.98,-1,2615,master
68,Xin Zhao,C+,middle,58.03,0.05,0.18,0,193,master
69,Fiddlesticks,C+,middle,54.64,0.17,4.87,0,646,master
70,Ornn,C+,middle,53.39,0.10,0.51,0,384,master
71,Shen,C,middle,55.61,0.06,0.17,0,205,master
72,Malzahar,C,middle,53.76,2.12,1.55,-1,7893,master
73,Vel'Koz,C,middle,54.18,0.80,0.21,0,2975,master
74,Yorick,C,middle,57.44,0.09,0.71,0,336,master
75,Pyke,C,middle,51.86,0.25,18.33,-1,912,master
76,Corki,C,middle,54.29,0.74,0.09,0,2752,master
77,Zyra,C,middle,54.21,0.09,2.17,0,321,master
78,Morgana,C,middle,55.99,0.20,10.07,0,743,master
79,Hwei,C-,middle,45.70,11.96,29.61,-143,44455,master
80,Malphite,C-,middle,53.49,0.68,11.11,0,2539,master
81,Gangplank,C-,middle,53.27,0.29,2.46,0,1085,master
82,Sett,C-,middle,53.94,0.18,0.64,0,673,master
83,Seraphine,C-,middle,51.50,0.43,0.47,-1,1596,master
84,Urgot,D+,middle,53.81,0.06,0.24,0,210,master
85,Karma,D+,middle,50.49,0.22,1.86,-1,818,master
86,Sion,D+,middle,52.85,0.26,0.61,0,982,master
87,Gwen,D+,middle,51.74,0.17,2.53,0,632,master
88,Ziggs,D,middle,51.70,0.82,3.13,-2,3058,master
89,Mordekaiser,D,middle,53.69,0.14,1.85,0,529,master
90,Lucian,D,middle,50.83,0.39,5.30,-1,1452,master
91,Kog'Maw,D,middle,52.28,0.11,0.20,0,394,master
92,Teemo,D-,middle,50.00,0.09,0.71,0,318,master
93,Shyvana,D-,middle,50.38,0.04,0.10,0,133,master
94,Dr. Mundo,D-,middle,44.00,0.03,0.37,0,125,master
1,Vayne,S+,bottom,56.36,9.32,9.19,23,34734,master
2,Ezreal,S,bottom,54.78,24.93,13.84,19,92961,master
3,Karthus,S-,bottom,57.35,1.06,9.54,4,3946,master
4,Draven,S-,bottom,54.89,7.26,29.26,8,27080,master
5,Ashe,A+,bottom,55.95,8.30,9.54,17,30930,master
6,Jinx,A+,bottom,55.13,10.48,0.94,11,39074,master
7,Jhin,A,bottom,54.57,12.97,0.76,6,48342,master
8,Twitch,A,bottom,55.92,6.34,4.34,12,23634,master
9,Yasuo,A,bottom,54.60,1.55,15.74,1,5764,master
10,Brand,A,bottom,58.49,0.36,4.45,2,1337,master
11,Swain,A-,bottom,58.11,0.82,0.62,3,3072,master
12,Kalista,A-,bottom,53.47,6.05,8.59,-4,22558,master
13,Kai'Sa,A-,bottom,52.60,22.29,5.03,-36,83112,master
14,Lux,B+,bottom,56.38,0.21,2.34,0,784,master
15,Heimerdinger,B+,bottom,57.31,0.21,1.04,1,780,master
16,Syndra,B+,bottom,53.17,0.25,12.91,0,946,master
17,Varus,B+,bottom,53.42,15.55,7.98,-12,57964,master
18,Xayah,B,bottom,52.68,9.18,4.67,-14,34243,master
19,Tahm Kench,B,bottom,59.10,0.27,0.37,1,1022,master
20,Ziggs,B,bottom,55.05,2.80,3.13,3,10435,master
21,Lucian,B,bottom,54.68,13.28,5.30,8,49496,master
22,Seraphine,B,bottom,56.25,2.00,0.47,4,7444,master
23,Senna,B-,bottom,54.62,0.24,10.78,0,877,master
24,Aphelios,B-,bottom,51.82,6.21,0.50,-14,23154,master
25,Aurelion Sol,B-,bottom,57.38,0.13,0.56,0,488,master
26,Cassiopeia,B-,bottom,55.06,0.33,1.39,0,1235,master
27,Samira,C+,bottom,53.94,6.91,11.72,-2,25776,master
28,Nilah,C+,bottom,54.59,2.02,3.39,1,7532,master
29,Caitlyn,C+,bottom,53.23,11.08,7.19,-11,41291,master
30,Tristana,C+,bottom,54.50,2.90,0.64,1,10812,master
31,Kog'Maw,C,bottom,55.83,1.22,0.20,2,4557,master
32,Miss Fortune,C,bottom,54.17,3.12,0.18,0,11631,master
33,Hwei,C,bottom,49.42,1.11,29.61,-7,4140,master
34,Vel'Koz,C-,bottom,55.80,0.09,0.21,0,319,master
35,Zeri,C-,bottom,52.75,3.88,0.54,-5,14454,master
36,Veigar,D+,bottom,53.94,0.41,0.44,0,1522,master
