grade,counter,win_rate_weak,games_played_weak,strong,win_rate_strong,games_played_strong,champion_name,tier,lane
,"['drmundo', 'tahmkench', 'sion', 'kayle', 'jayce']","['32.56', '34.29', '38.46', '39.58', '40.48']","['43', '35', '39', '48', '42']","['gwen', 'malphite', 'aatrox', 'chogath', 'vayne']","['65.12', '62.2', '61.05', '60', '60']","['43', '82', '95', '30', '30']",cassiopeia,bronze,top
2,"['kayle', 'singed', 'trundle', 'nasus', 'fiora']","['46.14', '46.15', '46.56', '47.41', '47.46']","['1517', '559', '4693', '3527', '1888']","['ksante', 'sylas', 'gragas', 'gnar', 'riven']","['57.66', '56.59', '56.31', '55.93', '55.86']","['803', '387', '222', '851', '1330']",mordekaiser,bronze,top
,"['darius', 'garen', 'akali', 'illaoi', 'trundle']","['36.54', '37.74', '38.89', '41.03', '41.79']","['52', '53', '36', '39', '67']","['aatrox', 'malphite', 'sett', 'jax', 'nasus']","['59.65', '56.76', '56.36', '52.73', '52.5']","['57', '37', '55', '55', '40']",leblanc,bronze,top
4,"['drmundo', 'trundle', 'singed', 'volibear', 'fiora']","['41.63', '43.26', '45.22', '45.35', '45.38']","['848', '1699', '230', '774', '800']","['quinn', 'kennen', 'vladimir', 'yasuo', 'jayce']","['60.25', '59.02', '58.89', '57.5', '57.49']","['239', '205', '90', '520', '287']",chogath,bronze,top
5,"['irelia', 'sion', 'tryndamere', 'tahmkench', 'malphite']","['39.89', '40.74', '41.14', '41.76', '42.19']","['178', '162', '158', '170', '301']","['vayne', 'vladimir', 'singed', 'riven', 'renekton']","['60', '58.82', '56.58', '56.52', '55.56']","['115', '34', '76', '161', '162']",varus,bronze,top
4,"['urgot', 'sion', 'olaf', 'yorick', 'drmundo']","['38.89', '39.26', '39.54', '40.31', '40.9']","['306', '349', '306', '588', '379']","['vladimir', 'rumble', 'gragas', 'sylas', 'gangplank']","['57.89', '56.18', '55.95', '55.62', '55.39']","['95', '372', '84', '169', '399']",jayce,bronze,top
2,"['trundle', 'kled', 'urgot', 'singed', 'kayle']","['45.51', '45.56', '46.61', '47.06', '48.74']","['3287', '360', '1255', '425', '1311']","['ksante', 'kennen', 'akali', 'jayce', 'pantheon']","['60.74', '59.9', '59.52', '59.52', '58.59']","['540', '389', '672', '588', '710']",yorick,bronze,top
,"['jax', 'garen', 'trundle']","['36.59', '41.94', '48']","['41', '31', '50']","['aatrox', 'yone']","['55.88', '51.22']","['34', '41']",nidalee,bronze,top
,"['ornn', 'quinn', 'shen', 'sion', 'fiora']","['37.14', '38.3', '38.64', '38.89', '40.54']","['70', '47', '44', '90', '111']","['camille', 'akali', 'kennen', 'rumble', 'kled']","['65.43', '63.27', '60.61', '58.57', '58.06']","['81', '98', '33', '70', '31']",shaco,bronze,top
,"['tryndamere', 'illaoi', 'trundle', 'volibear', 'mordekaiser']","['40', '41.94', '42.15', '44.19', '44.83']","['35', '62', '121', '43', '58']","['darius', 'malphite', 'fiora', 'akali', 'sett']","['62.03', '56.06', '55.88', '55.56', '54.88']","['79', '66', '34', '36', '82']",fiddlesticks,bronze,top
5,"['singed', 'heimerdinger', 'sion', 'garen', 'kayle']","['30', '36.36', '39.45', '40.75', '41.4']","['50', '55', '109', '400', '186']","['quinn', 'sylas', 'pantheon', 'jayce', 'kled']","['61.9', '58.7', '58.47', '58.2', '54.76']","['63', '46', '118', '122', '42']",poppy,bronze,top
4,"['ornn', 'yorick', 'kled', 'singed', 'gwen']","['44.25', '44.51', '45.95', '46.61', '47.33']","['461', '856', '185', '221', '786']","['gragas', 'gnar', 'varus', 'jayce', 'vladimir']","['71.43', '58.6', '58.24', '57.88', '57.65']","['77', '372', '170', '349', '85']",tahmkench,bronze,top
4,"['heimerdinger', 'malphite', 'varus', 'urgot', 'teemo']","['39.74', '39.93', '40.35', '40.71', '41.08']","['151', '849', '114', '280', '813']","['sylas', 'ksante', 'darius', 'aatrox', 'shen']","['59.14', '58.02', '56.09', '55.11', '55.03']","['93', '243', '1280', '949', '169']",vayne,bronze,top
,"['garen', 'malphite', 'darius', 'irelia', 'aatrox']","['33.93', '40.43', '44.07', '44.12', '44.23']","['56', '47', '59', '34', '52']","['jax', 'mordekaiser', 'yone', 'teemo', 'illaoi']","['57.89', '55.26', '54.29', '52.73', '52.46']","['57', '38', '70', '110', '61']",viktor,bronze,top
4,"['poppy', 'malphite', 'chogath', 'yorick', 'sion']","['38.1', '39.36', '40', '41.98', '42.86']","['63', '752', '240', '424', '203']","['sylas', 'warwick', 'gangplank', 'pantheon', 'renekton']","['63.75', '57.47', '56.42', '56.2', '56.19']","['80', '87', '218', '242', '315']",quinn,bronze,top
4,"['nasus', 'yasuo', 'drmundo', 'yorick', 'tryndamere']","['41.99', '42.86', '44.27', '44.37', '44.41']","['612', '287', '262', '462', '286']","['poppy', 'vayne', 'sylas', 'fiora', 'vladimir']","['63.64', '60.26', '59.09', '58.76', '58.49']","['55', '151', '66', '274', '53']",heimerdinger,bronze,top
,"['teemo', 'nasus', 'garen', 'yone', 'malphite']","['41.54', '41.86', '44.44', '47.73', '48.57']","['65', '43', '54', '44', '35']","['mordekaiser', 'darius', 'illaoi', 'sett']","['65.71', '61.29', '56.67', '54.55']","['35', '31', '30', '33']",anivia,bronze,top
,"['kayle', 'tahmkench', 'tryndamere', 'camille', 'illaoi']","['36.36', '37.7', '37.8', '40.74', '41.22']","['66', '61', '82', '54', '148']","['gwen', 'riven', 'irelia', 'pantheon', 'akali']","['61.9', '59.21', '58.93', '57.45', '57.38']","['63', '76', '56', '47', '61']",udyr,bronze,top
,"['drmundo', 'ornn', 'sion', 'kayle', 'nasus']","['30.91', '38.81', '40.68', '42.11', '43.36']","['55', '67', '59', '76', '143']","['quinn', 'jayce', 'malphite', 'riven', 'tahmkench']","['67.74', '65.82', '61.74', '61.25', '59.7']","['31', '79', '149', '80', '67']",maokai,bronze,top
3,"['drmundo', 'kayle', 'yorick', 'chogath', 'vayne']","['42.19', '42.95', '43.46', '43.9', '43.91']","['2408', '1837', '2501', '1335', '1280']","['gangplank', 'gragas', 'camille', 'sylas', 'rumble']","['54.95', '54.81', '53.37', '52.59', '52.23']","['999', '208', '1186', '386', '831']",darius,bronze,top
3,"['singed', 'heimerdinger', 'garen', 'illaoi', 'kayle']","['41.83', '43.21', '44.46', '44.55', '44.63']","['698', '574', '4737', '3248', '1360']","['rumble', 'sylas', 'gragas', 'ksante', 'varus']","['55.81', '55.29', '54.92', '54.25', '53.4']","['1161', '501', '244', '1270', '309']",aatrox,bronze,top
,"['yasuo', 'ornn', 'vayne', 'malphite', 'nasus']","['37.29', '37.93', '38.64', '41.07', '41.35']","['59', '58', '44', '112', '133']","['riven', 'ksante', 'jayce', 'gnar', 'darius']","['59.26', '58.06', '55.81', '55.74', '55.65']","['54', '31', '43', '61', '115']",akshan,bronze,top
4,"['illaoi', 'drmundo', 'vladimir', 'nasus', 'warwick']","['40.24', '41.74', '42.86', '43.43', '43.54']","['1558', '757', '91', '1628', '379']","['camille', 'gragas', 'yasuo', 'ksante', 'irelia']","['56.76', '56.64', '55.85', '55.46', '55.08']","['592', '113', '897', '485', '777']",renekton,bronze,top
,['trundle'],['35.48'],['31'],[],[],[],corki,bronze,top
5,"['illaoi', 'trundle', 'kayle', 'renekton', 'teemo']","['40', '43.12', '43.16', '43.24', '43.8']","['1060', '1591', '526', '592', '1121']","['sylas', 'vladimir', 'heimerdinger', 'gragas', 'vayne']","['59.54', '55.86', '55.26', '52.87', '52.53']","['131', '111', '190', '87', '217']",camille,bronze,top
,"['jax', 'aatrox', 'trundle', 'teemo', 'garen']","['35.9', '42.86', '45.71', '46.3', '47.5']","['39', '35', '35', '54', '40']","['sett', 'mordekaiser', 'yone', 'malphite', 'nasus']","['59.38', '58.33', '56.86', '51.35', '51.22']","['32', '36', '51', '37', '41']",kassadin,bronze,top
4,"['garen', 'illaoi', 'urgot', 'trundle', 'volibear']","['41.65', '41.71', '42.21', '43', '43.19']","['2089', '1400', '616', '1979', '984']","['ksante', 'gragas', 'rumble', 'gwen', 'gangplank']","['56.94', '55.24', '54.7', '53.25', '53.09']","['432', '105', '362', '708', '486']",riven,bronze,top
5,"['singed', 'yorick', 'fiora', 'gwen', 'garen']","['36.36', '39.26', '40.94', '41.16', '41.17']","['154', '540', '635', '498', '1353']","['kennen', 'poppy', 'varus', 'camille', 'warwick']","['61.07', '54.7', '53.41', '53.13', '52.91']","['149', '117', '88', '335', '189']",ksante,bronze,top
4,"['kled', 'heimerdinger', 'gwen', 'singed', 'kayle']","['43.12', '43.33', '44.36', '44.44', '44.44']","['109', '120', '417', '135', '360']","['gragas', 'akali', 'poppy', 'jayce', 'yasuo']","['61.7', '56.25', '56.25', '56.12', '55.66']","['47', '256', '64', '196', '327']",shen,bronze,top
,"['kayle', 'jax', 'mordekaiser', 'yasuo', 'tryndamere']","['37.14', '38.04', '42.42', '42.86', '43.24']","['35', '92', '66', '35', '37']","['darius', 'volibear', 'fiora', 'malphite', 'drmundo']","['59.77', '57.5', '54.84', '52.94', '52.5']","['87', '40', '31', '51', '40']",azir,bronze,top
,"['pantheon', 'fiora', 'drmundo', 'mordekaiser', 'gwen']","['25.71', '31.91', '35.9', '37.66', '39.02']","['35', '47', '39', '77', '41']","['tahmkench', 'jayce', 'olaf', 'urgot', 'gangplank']","['61.36', '59.46', '58.82', '56.41', '55.88']","['44', '37', '34', '39', '34']",graves,bronze,top
,"['nasus', 'trundle', 'yasuo', 'volibear', 'yorick']","['32.35', '34.12', '40', '40', '41.46']","['68', '85', '45', '50', '41']","['irelia', 'malphite', 'akali', 'darius', 'teemo']","['59.38', '57.38', '57.38', '52.46', '52']","['32', '61', '61', '61', '100']",galio,bronze,top
5,"['kled', 'drmundo', 'warwick', 'ksante', 'nasus']","['34.18', '35.83', '38.3', '38.93', '39.26']","['79', '321', '94', '149', '680']","['poppy', 'akali', 'gangplank', 'gnar', 'volibear']","['53.06', '52.6', '52.33', '52.1', '52.06']","['49', '289', '172', '238', '436']",kennen,bronze,top
4,"['singed', 'quinn', 'olaf', 'volibear', 'kayle']","['38.78', '42.53', '42.98', '44.36', '44.4']","['98', '87', '235', '408', '277']","['sylas', 'gragas', 'kennen', 'vladimir', 'riven']","['65.38', '63.46', '61.7', '57.5', '56.49']","['78', '52', '94', '40', '308']",warwick,bronze,top
4,"['kayle', 'vladimir', 'garen', 'trundle', 'urgot']","['39.45', '39.53', '42.1', '42.88', '44.33']","['654', '86', '1931', '2043', '582']","['ksante', 'kennen', 'poppy', 'shen', 'varus']","['58.72', '56.76', '55.86', '55.64', '54.96']","['499', '222', '145', '417', '131']",gwen,bronze,top
,"['shen', 'tahmkench', 'tryndamere', 'chogath', 'ornn']","['37.5', '41.38', '41.43', '42.19', '42.31']","['40', '58', '70', '64', '52']","['ksante', 'rumble', 'olaf', 'darius', 'yasuo']","['71.43', '62.79', '62', '61.4', '61.29']","['42', '43', '50', '171', '62']",shyvana,bronze,top
3,"['kayle', 'illaoi', 'quinn', 'ornn', 'teemo']","['45.04', '45.52', '46.1', '46.12', '46.38']","['1119', '2052', '436', '774', '2102']","['riven', 'ksante', 'warwick', 'yasuo', 'irelia']","['56.75', '56.53', '55.39', '54.99', '54.82']","['985', '582', '408', '871', '965']",volibear,bronze,top
,"['nasus', 'trundle', 'garen', 'teemo']","['36.11', '36.84', '41.3', '44.9']","['36', '38', '46', '49']",['yone'],['61.76'],['34'],annie,bronze,top
4,"['urgot', 'sett', 'chogath', 'drmundo', 'singed']","['40.64', '42.36', '42.5', '42.86', '43.18']","['497', '1558', '520', '630', '220']","['vladimir', 'heimerdinger', 'gangplank', 'sylas', 'vayne']","['62.64', '57.14', '56.22', '55.86', '54.63']","['91', '287', '418', '222', '335']",yasuo,bronze,top
4,"['trundle', 'nasus', 'singed', 'urgot', 'illaoi']","['41.4', '43.09', '43.35', '43.45', '43.9']","['2123', '1404', '233', '580', '1148']","['varus', 'kennen', 'jayce', 'rumble', 'ksante']","['59.55', '59.43', '55.75', '55.22', '54.25']","['178', '318', '730', '431', '365']",irelia,bronze,top
,"['warwick', 'shen', 'singed', 'gangplank', 'yorick']","['31.43', '38.64', '39.02', '41.43', '42.93']","['35', '44', '41', '70', '184']","['kennen', 'ksante', 'jayce', 'ornn', 'pantheon']","['65.96', '65.52', '61.97', '60.81', '58.57']","['47', '58', '71', '74', '70']",malzahar,bronze,top
,"['warwick', 'urgot', 'gnar', 'trundle', 'nasus']","['37.84', '39.19', '39.47', '39.81', '40.91']","['37', '74', '76', '314', '220']","['quinn', 'ksante', 'sion', 'akali', 'jax']","['64.62', '58.06', '57.89', '55.14', '54.85']","['65', '62', '95', '107', '237']",zed,bronze,top
,"['drmundo', 'sion', 'yorick', 'gangplank', 'urgot']","['30.51', '35.29', '39.58', '41.07', '42.11']","['59', '51', '96', '56', '38']","['quinn', 'riven', 'ksante', 'heimerdinger', 'illaoi']","['69.23', '61.45', '61.36', '56.76', '56.35']","['39', '83', '44', '37', '126']",ryze,bronze,top
,"['malphite', 'trundle', 'jax', 'nasus', 'teemo']","['29.41', '32.56', '35', '41.67', '43.18']","['34', '43', '40', '36', '44']","['darius', 'sett']","['66.67', '56.67']","['30', '30']",draven,bronze,top
5,"['tahmkench', 'yorick', 'nasus', 'teemo', 'urgot']","['41.24', '42.57', '42.61', '42.79', '43.46']","['371', '653', '1103', '1012', '382']","['gragas', 'warwick', 'sylas', 'poppy', 'aatrox']","['55.41', '55.03', '54.55', '52.85', '52.79']","['74', '149', '121', '123', '968']",gnar,bronze,top
4,"['ornn', 'singed', 'poppy', 'yorick', 'garen']","['38.82', '38.86', '41.38', '41.41', '41.96']","['340', '193', '116', '710', '1349']","['vayne', 'ksante', 'rumble', 'akali', 'vladimir']","['55.85', '55.6', '55.23', '53.62', '53.57']","['265', '259', '239', '442', '84']",pantheon,bronze,top
,"['quinn', 'chogath', 'drmundo', 'jayce', 'garen']","['38.64', '39.71', '40', '42.37', '44.96']","['44', '68', '100', '59', '238']","['sylas', 'singed', 'gangplank', 'pantheon', 'heimerdinger']","['70', '65.79', '65.38', '64', '62.07']","['30', '38', '52', '50', '58']",veigar,bronze,top
,"['yorick', 'fiora', 'mordekaiser', 'irelia', 'sion']","['25.58', '29.27', '32.79', '35.71', '35.9']","['43', '41', '61', '42', '39']","['renekton', 'illaoi', 'tryndamere', 'akali', 'malphite']","['55.77', '55', '54.55', '53.49', '53.01']","['52', '80', '33', '43', '83']",karma,bronze,top
2,"['warwick', 'garen', 'urgot', 'trundle', 'olaf']","['43.71', '43.95', '44.1', '44.25', '44.81']","['1050', '6168', '1601', '7019', '1263']","['gragas', 'rumble', 'gnar', 'gwen', 'sylas']","['56.54', '56.06', '55.27', '54.72', '53.75']","['306', '1056', '1120', '1725', '627']",yone,bronze,top
5,"['kled', 'ornn', 'singed', 'vladimir', 'sylas']","['39.66', '41.25', '41.46', '41.51', '41.67']","['116', '320', '123', '53', '108']","['gragas', 'varus', 'gangplank', 'akali', 'volibear']","['57.45', '54.81', '54.51', '53.33', '51.22']","['47', '104', '266', '360', '490']",rumble,bronze,top
,"['sett', 'nasus', 'garen', 'teemo']","['34.29', '38.24', '40.54', '46.51']","['35', '34', '37', '43']",['yone'],['58.82'],['34'],qiyana,bronze,top
4,"['singed', 'urgot', 'ornn', 'kled', 'yorick']","['33.68', '39.55', '39.67', '39.76', '40.42']","['190', '445', '363', '166', '673']","['vayne', 'gwen', 'gragas', 'varus', 'yone']","['54.42', '54.01', '53.49', '50.68', '50.6']","['283', '624', '86', '148', '2099']",akali,bronze,top
,"['olaf', 'sion', 'fiora', 'nasus', 'volibear']","['37.14', '37.29', '39.73', '41.91', '42.5']","['35', '59', '73', '136', '80']","['rumble', 'quinn', 'yasuo', 'tahmkench', 'jayce']","['66.67', '63.64', '62.69', '60.78', '60']","['33', '33', '67', '51', '50']",naafiri,bronze,top
,"['tahmkench', 'kayle', 'pantheon', 'irelia', 'malphite']","['31.58', '34.43', '35.29', '35.29', '35.62']","['38', '61', '34', '85', '146']","['kennen', 'gnar', 'rumble', 'gwen', 'sion']","['65.79', '57.89', '56.41', '56', '55.56']","['38', '38', '39', '50', '36']",kalista,bronze,top
,"['drmundo', 'mordekaiser', 'nasus', 'malphite', 'urgot']","['35.14', '37.29', '40.68', '42.55', '43.18']","['37', '59', '59', '47', '44']","['irelia', 'gwen', 'yasuo', 'renekton', 'tryndamere']","['64.15', '61.76', '61.19', '60', '57.38']","['53', '34', '67', '35', '61']",rammus,bronze,top
5,"['kled', 'ornn', 'singed', 'yasuo', 'chogath']","['33.33', '33.33', '35.29', '37.36', '40.66']","['45', '75', '34', '91', '91']","['sylas', 'gwen', 'rumble', 'renekton', 'kennen']","['65.63', '60.47', '58.49', '57.14', '54.84']","['32', '86', '53', '91', '62']",vladimir,bronze,top
,"['nasus', 'trundle', 'illaoi', 'mordekaiser', 'garen']","['31.11', '36.47', '37.5', '39.53', '41.38']","['45', '85', '32', '43', '58']","['darius', 'teemo', 'jax']","['62.79', '53.06', '51.82']","['43', '49', '110']",alistar,bronze,top
,"['aatrox', 'trundle']","['23.33', '37.14']","['30', '35']",[],[],[],ivern,bronze,top
5,"['tahmkench', 'drmundo', 'singed', 'warwick', 'illaoi']","['28.57', '29.07', '32.65', '35.29', '37.3']","['77', '86', '49', '51', '185']","['ksante', 'yasuo', 'ornn', 'gangplank']","['55.32', '52.86', '52.33', '51.61']","['47', '70', '86', '62']",gragas,bronze,top
,"['malphite', 'nasus', 'jax', 'sett', 'yorick']","['36.67', '38.89', '39.22', '43.18', '44.12']","['30', '54', '51', '44', '34']","['darius', 'yone']","['65.38', '54.72']","['52', '53']",twistedfate,bronze,top
,"['malphite', 'mordekaiser', 'nasus', 'jax', 'darius']","['37.14', '39.39', '44.12', '44.9', '45.45']","['35', '33', '34', '49', '33']",['yone'],['64.15'],['53'],lissandra,bronze,top
5,"['kled', 'tryndamere', 'kayle', 'quinn', 'sett']","['42.11', '42.99', '43.11', '43.52', '43.66']","['152', '642', '566', '216', '978']","['varus', 'akali', 'gnar', 'sylas', 'camille']","['54.02', '53.79', '52.61', '52.31', '52.06']","['87', '396', '287', '130', '315']",gangplank,bronze,top
,"['singed', 'warwick', 'kayle', 'garen', 'illaoi']","['34.38', '40.48', '40.7', '41.03', '41.08']","['32', '42', '86', '273', '185']","['ksante', 'vayne', 'yasuo', 'riven', 'gnar']","['65.22', '63.83', '61.45', '61.17', '60']","['46', '47', '83', '103', '65']",monkeyking,bronze,top
,"['urgot', 'volibear', 'fiora', 'shen', 'chogath']","['30.95', '32.84', '36.36', '36.67', '38.1']","['42', '67', '55', '30', '42']","['riven', 'tryndamere', 'irelia', 'yasuo', 'akali']","['64.71', '60.78', '57.45', '57.14', '56.76']","['51', '51', '47', '49', '37']",briar,bronze,top
,"['volibear', 'jayce', 'akali', 'sett', 'jax']","['30', '33.33', '35.56', '35.92', '37.4']","['50', '63', '45', '103', '131']","['chogath', 'yorick', 'drmundo', 'riven', 'gwen']","['56.1', '52.94', '51.85', '51.43', '51.43']","['41', '68', '54', '35', '35']",masteryi,bronze,top
,"['nasus', 'garen', 'tryndamere', 'sett', 'illaoi']","['35.9', '39.34', '41.94', '42.03', '45.24']","['39', '61', '31', '69', '42']","['darius', 'yone', 'fiora', 'jax', 'aatrox']","['67.92', '52.86', '51.61', '50.7', '50.68']","['53', '70', '31', '71', '73']",sejuani,bronze,top
,[],[],[],[],[],[],taric,bronze,top
,"['yone', 'sett', 'malphite', 'aatrox', 'trundle']","['38.46', '41.18', '41.94', '45', '49.23']","['39', '34', '31', '40', '65']",['garen'],['51.43'],['35'],skarner,bronze,top
,"['kled', 'yorick', 'garen', 'trundle', 'kayle']","['29.82', '33.83', '35.21', '36.34', '36.43']","['57', '201', '443', '432', '140']","['chogath', 'warwick']","['51.79', '51.79']","['112', '56']",hwei,bronze,top
,"['trundle', 'malphite', 'volibear', 'sion', 'teemo']","['32.56', '36.23', '36.36', '37.5', '38.46']","['129', '69', '55', '32', '91']","['gangplank', 'renekton', 'riven', 'jayce', 'drmundo']","['60', '56.25', '55.56', '55.56', '54.05']","['35', '32', '36', '36', '37']",xinzhao,bronze,top
,"['gnar', 'yasuo', 'drmundo', 'ornn', 'malphite']","['33.33', '36.36', '37.84', '39.53', '39.83']","['36', '44', '37', '43', '118']","['kennen', 'quinn', 'tahmkench', 'jax', 'sion']","['63.33', '56.52', '54.55', '53.44', '51.52']","['30', '46', '33', '131', '33']",lucian,bronze,top
3,"['rammus', 'teemo', 'malphite', 'amumu', 'nocturne']","['43.13', '45.59', '47.54', '47.81', '48.33']","['1099', '340', '183', '1188', '3120']","['rengar', 'nidalee', 'tryndamere', 'talon', 'kindred']","['61.01', '58.19', '58.14', '57.21', '56.23']","['536', '421', '172', '208', '610']",jax,bronze,jungle
